100	91994	91994/919-15C-3_N.N_en_pie_20x.JPG	desconocido en pie	2		
101	91994	91994/919-15C-3_N.N_en_pie_40x.JPG	desconocido en pie	3		
102	91995	91995/919-15C-4_Tub_digestivos_aplan_20x.JPG	túbulos digestivos aplanados	2		
103	919131	919131/919-16D-1_Neoplasia_inicial_en_branq_100x.JPG	Neoplasia inicial en bránquia	4		
104	919131	919131/919-16D-1_Neoplasia_inicial_en_branq_40x.JPG	Neoplasia inicial en bránquia	3		
105	919131	919131/919-16D-1_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
106	919131	919131/919-16D-1_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
107	919131	919131/919-16D-1_RLOs_en_branq_3_100x.JPG	RLOs en bránquia 3	4		
108	919132	919132/919-16D-2_Infiltracion_intest_20x.JPG	infiltración intestino	2		
109	91959	91959/919-18B-5_Tubulos_aplanados_40x.JPG	túbulos aplanados	3		
110	91961	91961/919-18B-7_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
111	91961	91961/919-18B-7_Tubulos_aplanados_20x.JPG	túbulos aplanados	2		
112	91961	91961/919-18B-7_Tubulos_digestivos_aplan_20x.JPG	túbulos digestivos aplanados	2		
113	91996	91996/919-19C-1_Ciliado_en_branq_100x.JPG	Ciliado en bránquia	4		
114	91996	91996/919-19C-1_Ciliado_en_branq_2_40x.JPG	Ciliado en bránquia 2	3		
115	91997	91997/919-19C-2_Tub_aplanados_20x.JPG	túbulos aplanados	2		
116	91998	91998/919-19C-3_Posible_neoplasia_100x.JPG	Posible neoplasia	4		
117	91998	91998/919-19C-3_Posible_neoplasia_2_100x.JPG	Posible neoplasia 2	4		
118	91998	91998/919-19C-3_Posible_neoplasia_2_40x.JPG	Posible neoplasia 2	3		
119	91998	91998/919-19C-3_Posible_neoplasia_3_100x.JPG	Posible neoplasia 3	4		
120	91998	91998/919-19C-3_Posible_neoplasia_40x.JPG	Posible neoplasia	3		
121	91999	91999/919-19C-4_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
122	91999	91999/919-19C-4_Crustaceos_en_branq_100x.JPG	Crustaceos en bránquia	4		
123	91999	91999/919-19C-4_Crustaceos_en_branq_40x.JPG	Crustaceos en bránquia	3		
124	919134	919134/919-20D-1_Neoplasia_inicial_en_branq_100x.JPG	Neoplasia inicial en bránquia	4		
125	919134	919134/919-20D-1_Neoplasia_inicial_en_branq_40x.JPG	Neoplasia inicial en bránquia	3		
126	919135	919135/919-20D-2_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
127	919135	919135/919-20D-2_Neoplasia_inicial_en_branq_100x.JPG	Neoplasia inicial en bránquia	4		
128	919135	919135/919-20D-2_Neoplasia_inicial_en_branq_2_100x.JPG	Neoplasia inicial en bránquia 2	4		
129	919135	919135/919-20D-2_Neoplasia_inicial_en_branq_3_100x.JPG	Neoplasia inicial en bránquia 3	4		
130	919135	919135/919-20D-2_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
131	919135	919135/919-20D-2_RLOs_en_branq_40x.JPG	RLOs en bránquia	3		
132	919136	919136/919-20D-3_Abscesos_epit_conducto_secund_40x.JPG	Abscesos epitelio conducto secund	3		
133	919136	919136/919-20D-3_Abscesos_epit_y_lumen_conducto_secund_100x.JPG	Abscesos epitelio y lumen conducto secund	4		
134	919136	919136/919-20D-3_Abscesos_epit_y_lumen_conducto_secund_2_100x.JPG	Abscesos epitelio y lumen conducto secund 2	4		
135	919136	919136/919-20D-3_Abscesos_epit_y_lumen_conducto_secund_3_100x.JPG	Abscesos epitelio y lumen conducto secund 3	4		
136	919136	919136/919-20D-3_Abscesos_epit_y_lumen_conducto_secund_40x.JPG	Abscesos epitelio y lumen conducto secund	3		
137	919136	919136/919-20D-3_Neoplasia_inicial_en_branq_100x.JPG	Neoplasia inicial en bránquia	4		
138	919136	919136/919-20D-3_Neoplasia_inicial_en_branq_2_100x.JPG	Neoplasia inicial en bránquia 2	4		
139	919137	919137/919-20D-4_Cel_neoplasia_inicial_100x.JPG	célula neoplasia inicial	4		
140	919137	919137/919-20D-4_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
141	919137	919137/919-20D-4_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
142	919137	919137/919-20D-4_RLOs_en_branq_3_100x.JPG	RLOs en bránquia 3	4		
143	919137	919137/919-20D-4_RLOs_en_branq_4_100x.JPG	RLOs en bránquia 4	4		
144	919138	919138/919-20D-5_Infiltracion_intest_40x.JPG	infiltración intestino	3		
145	919138	919138/919-20D-5_Neoplasia_inicial_en_branq_40x.JPG	Neoplasia inicial en bránquia	3		
146	919104	919104/919-23C-1_Ciliado_en_branq_100x.JPG	Ciliado en bránquia	4		
147	919104	919104/919-23C-1_Ciliado_en_branq_2_40x.JPG	Ciliado en bránquia 2	3		
148	919104	919104/919-23C-1_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
149	919139	919139/919-24D-1_Infiltracion_intest_20x.JPG	infiltración intestino	2		
150	919139	919139/919-24D-1_Tub_aplanados_10x.JPG	túbulos aplanados	1		
151	919139	919139/919-24D-1_Tub_digest_aplanados_20x.JPG	túbulos digest aplanados	2		
152	919140	919140/919-24D-2_Microsporidio_100x.JPG	microsporidio	4		
153	919140	919140/919-24D-2_Microsporidio_40x.JPG	microsporidio	3		
154	919107	919107/919-27C-2_Infiltracion_estomago_40x.JPG	infiltración estomago	3		
155	919107	919107/919-27C-2_RLOs_en_gland_2_100x.JPG	RLOs en glándula 2	4		
156	919107	919107/919-27C-2_RLOs_en_gland_2_40x.JPG	RLOs en glándula 2	3		
157	919107	919107/919-27C-2_RLOs_en_gland_3_100x.JPG	RLOs en glándula 3	4		
158	919141	919141/919-28D-1_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
159	919141	919141/919-28D-1_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
160	919142	919142/919-28D-2_Crustaceo_en_branq_100x.JPG	Crustaceo en bránquia	4		
161	919142	919142/919-28D-2_Crustaceo_en_branq_2_100x.JPG	Crustaceo en bránquia 2	4		
162	919142	919142/919-28D-2_Infiltracion_y_ceroide_en_intest_40x.JPG	infiltración y ceroide en intestino	3		
163	91939	91939/919-2B-3_Posibles_esporoquistes_20x.JPG	Posibles esporoquistes	2		
164	91939	91939/919-2B-3_Posibles_esporoquistes_40x.JPG	Posibles esporoquistes	3		
165	91940	91940/919-2B-4_Nefridio_dilatada_20x.JPG	Nefridio dilatada	2		
166	91942	91942/919-2B-6_Hoyos_y_hemocitos_2_100x.JPG	Hoyos y hemocitos 2	4		
167	91967	91967/919-30B-2_Gland_degenerada_40x.JPG	glándula degenerada	3		
168	91967	91967/919-30B-2_Infiltracion_branq_40x.JPG	infiltración bránquia	3		
169	91968	91968/919-30B-3_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
170	91968	91968/919-30B-3_Gland_degenerada_40x.JPG	glándula degenerada	3		
171	91968	91968/919-30B-3_T_ADG_grado_3_20x.JPG	tejido adipogranular grado 3	2		
172	91969	91969/919-30B-4_Infiltracion_branq_40x.JPG	infiltración bránquia	3		
173	919108	919108/919-31C-1_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
174	919108	919108/919-31C-1_Gland_degenerada_20x.JPG	glándula degenerada	2		
175	919108	919108/919-31C-1_Infiltracion_en_branq_20x.JPG	infiltración en bránquia	2		
176	919109	919109/919-31C-2_Ceroide_en_gland_40x.JPG	Ceroide en glándula	3		
177	919109	919109/919-31C-2_Crustaceos_en_branq_2_40x.JPG	Crustaceos en bránquia 2	3		
178	919109	919109/919-31C-2_Crustaceos_en_branq_40x.JPG	Crustaceos en bránquia	3		
179	919109	919109/919-31C-2_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
180	919109	919109/919-31C-2_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
181	919110	919110/919-31C-3_Infiltracion_intestino_20x.JPG	infiltración intestino	2		
182	919111	919111/919-31C-4_Infiltracion_branq_20x.JPG	infiltración bránquia	2		
183	919143	919143/919-32D-1_Infiltracion_branq_40x.JPG	infiltración bránquia	3		
184	919143	919143/919-32D-1_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
185	919143	919143/919-32D-1_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
186	919143	919143/919-32D-1_RLOs_en_branq_3_100x.JPG	RLOs en bránquia 3	4		
187	919144	919144/919-32D-2_Infiltracion_40x.JPG	infiltración	3		
188	919145	919145/919-32D-3_Cel_neoplasica_100x.JPG	célula neoplasica	4		
189	919145	919145/919-32D-3_Neoplasia_inicial_100x.JPG	Neoplasia inicial	4		
190	919145	919145/919-32D-3_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
191	919146	919146/919-32D-4_Neoplasia_100x.JPG	Neoplasia	4		
192	919146	919146/919-32D-4_Neoplasia_2_100x.JPG	Neoplasia 2	4		
193	919146	919146/919-32D-4_Neoplasia_2_20x.JPG	Neoplasia 2	2		
194	919146	919146/919-32D-4_Neoplasia_20x.JPG	Neoplasia	2		
195	919146	919146/919-32D-4_Neoplasia_3_100x.JPG	Neoplasia 3	4		
196	919146	919146/919-32D-4_Neoplasia_40x.JPG	Neoplasia	3		
197	919146	919146/919-32D-4_Neoplasia_en_branq_100x.JPG	Neoplasia en bránquia	4		
198	919146	919146/919-32D-4_Neoplasia_en_branq_20x.JPG	Neoplasia en bránquia	2		
199	919146	919146/919-32D-4_Neoplasia_en_branq_40x.JPG	Neoplasia en bránquia	3		
200	919146	919146/919-32D-4_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
201	91970	91970/919-34B-1_Ciliados_en_branq_40x.JPG	Ciliados en bránquia	3		
202	91970	91970/919-34B-1_Gland_degenerada_40x.JPG	glándula degenerada	3		
203	91970	91970/919-34B-1_Granulocitoma_20x.JPG	Granulocitoma	2		
204	91970	91970/919-34B-1_Granulocitoma_40x.JPG	Granulocitoma	3		
205	91973	91973/919-34B-4_Crustaceos_en_branq_100x.JPG	Crustaceos en bránquia	4		
206	91973	91973/919-34B-4_Crustaceos_en_branq_40x.JPG	Crustaceos en bránquia	3		
207	91973	91973/919-34B-4_Tub_digestivos_aplan_10x.JPG	túbulos digestivos aplanados	1		
208	91973	91973/919-34B-4_Tub_digestivos_aplan_20x.JPG	túbulos digestivos aplanados	2		
209	91973	91973/919-34B-4_Tub_digestivos_aplan_40x.JPG	túbulos digestivos aplanados	3		
210	91974	91974/919-34B-5_Gon_masc_atresica_20x.JPG	gónada masculina atrésica	2		
211	91974	91974/919-34B-5_Hoyos_gon_40x.JPG	Hoyos gónada	3		
212	91975	91975/919-34B-6_Ceroide_en_gland_40x.JPG	Ceroide en glándula	3		
213	919112	919112/919-35C-1_Granuloc_y_hoyos_2_40x.JPG	Granuloc y hoyos 2	3		
214	919119	919119/919-35C-8_RLOs_en_gland_(2)_100x.JPG	RLOs en glándula (2)	4		
215	919119	919119/919-35C-8_RLOs_en_gland_(2)_40x.JPG	RLOs en glándula (2)	3		
216	919119	919119/919-35C-8_RLOs_en_gland_100x.JPG	RLOs en glándula	4		
217	919119	919119/919-35C-8_RLOs_en_gland_40x.JPG	RLOs en glándula	3		
218	919147	919147/919-36D-1_Hemocitos_100x.JPG	Hemocitos	4		
219	919147	919147/919-36D-1_Hemocitos_2_100x.JPG	Hemocitos 2	4		
220	919147	919147/919-36D-1_Hemocitos_3_100x.JPG	Hemocitos 3	4		
221	919149	919149/919-36D-3_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
222	919150	919150/919-36D-4_Crustaceos_en_branq_100x.JPG	Crustaceos en bránquia	4		
223	919153	919153/919-36D-7_Metazoo_cerca_de_las_branq_2_40x.JPG	Metazoo cerca de las bránquia 2	3		
224	919153	919153/919-36D-7_Metazoo_cerca_de_las_branq_40x.JPG	Metazoo cerca de las bránquia	3		
225	919153	919153/919-36D-7_Metazoos_cerca_de_las_branq_20x.JPG	Metazoos cerca de las bránquia	2		
226	91976	91976/919-3C-1_Ciliado_en_branq_100x.JPG	Ciliado en bránquia	4		
227	91976	91976/919-3C-1_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
228	91976	91976/919-3C-1_Gon_fem_atresica_20x.JPG	gónada femenina atrésica	2		
229	91985	91985/919-3C-10_Ciliados_en_branq_40x.JPG	Ciliados en bránquia	3		
230	91977	91977/919-3C-2_Ciliado_en_branq_100x.JPG	Ciliado en bránquia	4		
231	91977	91977/919-3C-2_Ciliado_en_branq_2_40x.JPG	Ciliado en bránquia 2	3		
232	91977	91977/919-3C-2_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
233	91977	91977/919-3C-2_Infiltracion_focal_gon_40x.JPG	infiltración focal gónada	3		
234	91977	91977/919-3C-2_Infiltracion_nefrid_20x.JPG	infiltración nefrid	2		
235	91977	91977/919-3C-2_Infiltracion_nefrid_40x.JPG	infiltración nefrid	3		
236	91978	91978/919-3C-3_Tub_aplanados_10x.JPG	túbulos aplanados	1		
237	91979	91979/919-3C-4_Infiltracion_focal_gon_40x.JPG	infiltración focal gónada	3		
238	91979	91979/919-3C-4_Infiltracion_gland_40x.JPG	infiltración glándula	3		
239	91979	91979/919-3C-4_Infiltracion_nefrid_40x.JPG	infiltración nefrid	3		
240	91980	91980/919-3C-5_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
241	91982	91982/919-3C-7_Hemocitos_2_100x.JPG	Hemocitos 2	4		
242	91982	91982/919-3C-7_Infiltracion_intestino_20x.JPG	infiltración intestino	2		
243	91982	91982/919-3C-7_Infiltracion_intestino_40x.JPG	infiltración intestino	3		
244	91982	91982/919-3C-7_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
245	91982	91982/919-3C-7_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
246	91983	91983/919-3C-8_Gon_fem_en_desarrollo_20x.JPG	gónada femenina en desarrollo	2		
247	91984	91984/919-3C-9_Crustaceos_en_branq_100x.JPG	Crustaceos en bránquia	4		
248	91984	91984/919-3C-9_Crustaceos_en_branq_2_100x.JPG	Crustaceos en bránquia 2	4		
249	91984	91984/919-3C-9_Crustaceos_en_branq_2_40x.JPG	Crustaceos en bránquia 2	3		
250	91984	91984/919-3C-9_Crustaceos_en_branq_3_40x.JPG	Crustaceos en bránquia 3	3		
251	91984	91984/919-3C-9_Crustaceos_en_branq_40x.JPG	Crustaceos en bránquia	3		
252	91984	91984/919-3C-9_Gland_degenerada_40x.JPG	glándula degenerada	3		
253	919120	919120/919-4D-1_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
254	919121	919121/919-4D-2_Ceroide_en_branq_40x.JPG	Ceroide en bránquia	3		
255	919121	919121/919-4D-2_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
256	919125	919125/919-4D-6_Ceroide_en_branq_40x.JPG	Ceroide en bránquia	3		
257	919125	919125/919-4D-6_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
258	91949	91949/919-6B-4_Ciliado_en_branq_2_40x.JPG	Ciliado en bránquia 2	3		
259	91949	91949/919-6B-4_Ciliado_en_branq_3_40x.JPG	Ciliado en bránquia 3	3		
260	91949	91949/919-6B-4_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
261	91987	91987/919-7C-2_Neoplasia_10_100x.JPG	Neoplasia 10	4		
262	91987	91987/919-7C-2_Neoplasia_100x.JPG	Neoplasia	4		
263	91987	91987/919-7C-2_Neoplasia_2_100x.JPG	Neoplasia 2	4		
264	91987	91987/919-7C-2_Neoplasia_20x.JPG	Neoplasia	2		
265	91987	91987/919-7C-2_Neoplasia_3_100x.JPG	Neoplasia 3	4		
266	91987	91987/919-7C-2_Neoplasia_4_100x.JPG	Neoplasia 4	4		
267	91987	91987/919-7C-2_Neoplasia_5_100x.JPG	Neoplasia 5	4		
268	91987	91987/919-7C-2_Neoplasia_6_100x.JPG	Neoplasia 6	4		
269	91987	91987/919-7C-2_Neoplasia_7_100x.JPG	Neoplasia 7	4		
270	91987	91987/919-7C-2_Neoplasia_8_100x.JPG	Neoplasia 8	4		
271	91987	91987/919-7C-2_Neoplasia_9_100x.JPG	Neoplasia 9	4		
272	91987	91987/919-7C-2_Neoplasia_en_branq_2_20x.JPG	Neoplasia en bránquia 2	2		
273	91987	91987/919-7C-2_Neoplasia_en_branq_20x.JPG	Neoplasia en bránquia	2		
274	91987	91987/919-7C-2_Neoplasia_en_branq_40x.JPG	Neoplasia en bránquia	3		
275	91987	91987/919-7C-2_Neoplasia_en_gland_2_20x.JPG	Neoplasia en glándula 2	2		
276	91987	91987/919-7C-2_Neoplasia_en_gland_20x.JPG	Neoplasia en glándula	2		
277	91987	91987/919-7C-2_Neoplasia_en_manto_20x.JPG	Neoplasia en manto	2		
278	91988	91988/919-7C-3_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
279	91988	91988/919-7C-3_Crustaceos_en_branq_100x.JPG	Crustaceos en bránquia	4		
280	91988	91988/919-7C-3_Crustaceos_en_branq_2_100x.JPG	Crustaceos en bránquia 2	4		
281	91988	91988/919-7C-3_Crustaceos_en_branq_2_40x.JPG	Crustaceos en bránquia 2	3		
282	91988	91988/919-7C-3_Crustaceos_en_branq_3_100x.JPG	Crustaceos en bránquia 3	4		
283	91988	91988/919-7C-3_Crustaceos_en_branq_3_40x.JPG	Crustaceos en bránquia 3	3		
284	91988	91988/919-7C-3_Crustaceos_en_branq_40x.JPG	Crustaceos en bránquia	3		
285	91988	91988/919-7C-3_Infiltracion_intestino_20x.JPG	infiltración intestino	2		
286	91988	91988/919-7C-3_Infiltracion_intestino_40x.JPG	infiltración intestino	3		
287	919126	919126/919-8D-1_Ciliado_en_branq_40x.JPG	Ciliado en bránquia	3		
288	919126	919126/919-8D-1_Infiltracion_intest_40x.JPG	infiltración intestino	3		
289	919127	919127/919-8D-2_Neoplasia_inicial_en_branq_100x.JPG	Neoplasia inicial en bránquia	4		
290	919127	919127/919-8D-2_Neoplasia_inicial_en_branq_2_100x.JPG	Neoplasia inicial en bránquia 2	4		
291	919127	919127/919-8D-2_Neoplasia_inicial_en_branq_3_100x.JPG	Neoplasia inicial en bránquia 3	4		
292	919127	919127/919-8D-2_Neoplasia_inicial_en_branq_40x.JPG	Neoplasia inicial en bránquia	3		
293	919128	919128/919-8D-3_Ciliado_en_branq_100x.JPG	Ciliado en bránquia	4		
294	919128	919128/919-8D-3_Infiltracion_nefridio_20x.JPG	infiltración nefridio	2		
295	919128	919128/919-8D-3_Neoplasia_inicial_en_branq_100x.JPG	Neoplasia inicial en bránquia	4		
296	919128	919128/919-8D-3_Neoplasia_inicial_en_branq_2_100x.JPG	Neoplasia inicial en bránquia 2	4		
297	919128	919128/919-8D-3_RLOs_en_branq_100x.JPG	RLOs en bránquia	4		
298	919128	919128/919-8D-3_RLOs_en_branq_2_100x.JPG	RLOs en bránquia 2	4		
299	9201	9201/920-1_Fase_A_100x.JPG	Fase A	4		
300	9201	9201/920-1_Fase_A_20x.JPG	Fase A	2		
301	9201	9201/920-1_Metazoo_en_epit_manto_40x.JPG	Metazoo en epitelio manto	3		
302	92010	92010/920-10_Trematodos_20x.JPG	Trematodos	2		
303	92011	92011/920-11_Hoyo_5x.JPG	Hoyo	0		
304	92013	92013/920-13_Gon_masc_atresica_10x.JPG	gónada masculina atrésica	1		
305	92013	92013/920-13_T_ADG_grado_3_10x.JPG	tejido adipogranular grado 3	1		
306	92015	92015/920-15_Glandula_digestiva_2_100x.JPG	glándula digestiva 2	4		
307	92015	92015/920-15_Glandula_digestiva_3_100x.JPG	glándula digestiva 3	4		
308	92017	92017/920-17_Trematodo_20x.JPG	Trematodo	2		
